time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,n_embd,n_q_head,n_kv_head,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.055007,0.055072,0.05503643999999999,0.055039000000000005,2.3279312704631637e-05,8192,64,8,8,131072,1,128,896,True,FLASH_ATTENTION
0.061855,0.062016,0.0619515,0.061952,3.154060874491887e-05,8192,64,8,8,131072,1,128,1024,True,FLASH_ATTENTION
0.06857500000000001,0.068831,0.06877628,0.068768,3.623867547248502e-05,8192,64,8,8,131072,1,128,1152,True,FLASH_ATTENTION
0.075392,0.07564799999999999,0.07560328,0.075615,3.782963917353707e-05,8192,64,8,8,131072,1,128,1280,True,FLASH_ATTENTION
0.082175,0.082464,0.0824096,0.0824,4.271580503748007e-05,8192,64,8,8,131072,1,128,1408,True,FLASH_ATTENTION
0.088991,0.089312,0.08924408000000002,0.089247,4.7592789369819734e-05,8192,64,8,8,131072,1,128,1536,True,FLASH_ATTENTION
0.095807,0.095967,0.09589827999999999,0.095903,3.3308881698429585e-05,8192,64,8,8,131072,1,128,1664,True,FLASH_ATTENTION
0.102559,0.102783,0.10265130000000001,0.10265500000000001,4.903437569705511e-05,8192,64,8,8,131072,1,128,1792,True,FLASH_ATTENTION
0.109407,0.1096,0.10951914000000001,0.109535,4.214594167888366e-05,8192,64,8,8,131072,1,128,1920,True,FLASH_ATTENTION
0.014144,0.014241,0.014203380000000002,0.014208,2.477328399708035e-05,8192,64,8,8,131072,1,128,128,True,FLASH_ATTENTION
0.020959,0.021024,0.02098284,0.0209915,1.9121045996492082e-05,8192,64,8,8,131072,1,128,256,True,FLASH_ATTENTION
0.027743,0.027841,0.02779816,0.027807,2.2416386863184764e-05,8192,64,8,8,131072,1,128,384,True,FLASH_ATTENTION
0.034623,0.03472,0.03465062,0.034656,2.0601834869738915e-05,8192,64,8,8,131072,1,128,512,True,FLASH_ATTENTION
0.041343000000000005,0.041472,0.041401839999999995,0.041407,3.0498104859155513e-05,8192,64,8,8,131072,1,128,640,True,FLASH_ATTENTION
0.048159,0.048256,0.048215959999999995,0.048223,2.3590642212538492e-05,8192,64,8,8,131072,1,128,768,True,FLASH_ATTENTION
0.054976,0.055104,0.05503496,0.055039000000000005,2.865725737051698e-05,8192,64,8,8,131072,1,128,896,True,FLASH_ATTENTION
0.061856,0.062017,0.06195564,0.061953,3.399750579086644e-05,8192,64,8,8,131072,1,128,1024,True,FLASH_ATTENTION
0.068704,0.068831,0.06877193999999999,0.0687675,2.5632331146425908e-05,8192,64,8,8,131072,1,128,1152,True,FLASH_ATTENTION
0.075359,0.07564799999999999,0.07560768000000001,0.075615,4.084577823961839e-05,8192,64,8,8,131072,1,128,1280,True,FLASH_ATTENTION
0.08214300000000001,0.08249500000000001,0.0824191,0.082431,4.617282750709486e-05,8192,64,8,8,131072,1,128,1408,True,FLASH_ATTENTION
0.08905500000000001,0.089343,0.08924644000000002,0.089247,4.3213035070448974e-05,8192,64,8,8,131072,1,128,1536,True,FLASH_ATTENTION
0.095807,0.09596800000000001,0.09589662,0.095903,3.392809455304103e-05,8192,64,8,8,131072,1,128,1664,True,FLASH_ATTENTION
0.102591,0.10275100000000001,0.10264674000000001,0.10265500000000001,3.667468336604968e-05,8192,64,8,8,131072,1,128,1792,True,FLASH_ATTENTION
0.109407,0.109599,0.10952548000000001,0.109535,4.248775823693059e-05,8192,64,8,8,131072,1,128,1920,True,FLASH_ATTENTION
0.017535000000000002,0.017664000000000003,0.01759022,0.0176,3.400664052799096e-05,8192,64,8,8,131072,1,160,160,True,FLASH_ATTENTION
0.024384,0.024512000000000003,0.024457200000000002,0.024448,2.405493712317768e-05,8192,64,8,8,131072,1,160,320,True,FLASH_ATTENTION
0.034496000000000006,0.034624,0.034571939999999995,0.03456,3.616485033841567e-05,8192,64,8,8,131072,1,160,480,True,FLASH_ATTENTION
0.041407,0.041536000000000003,0.04145708000000001,0.04144,3.911410998603975e-05,8192,64,8,8,131072,1,160,640,True,FLASH_ATTENTION
0.051519,0.051743000000000004,0.05165452,0.051647,4.409364580072755e-05,8192,64,8,8,131072,1,160,800,True,FLASH_ATTENTION
0.058432000000000005,0.058656,0.05855752,0.058559,4.0629171785799764e-05,8192,64,8,8,131072,1,160,960,True,FLASH_ATTENTION
0.06863899999999999,0.068768,0.06870992000000001,0.068704,2.717634265312416e-05,8192,64,8,8,131072,1,160,1120,True,FLASH_ATTENTION
0.07555100000000001,0.07574299999999999,0.07563852,0.0756475,3.901499199025993e-05,8192,64,8,8,131072,1,160,1280,True,FLASH_ATTENTION
0.085664,0.085888,0.08577319999999998,0.08576,4.10438789589881e-05,8192,64,8,8,131072,1,160,1440,True,FLASH_ATTENTION
0.09241500000000001,0.092639,0.09250144,0.092511,4.585505860861955e-05,8192,64,8,8,131072,1,160,1600,True,FLASH_ATTENTION
0.10256,0.10275100000000001,0.10264940000000002,0.10265500000000001,3.479137824231735e-05,8192,64,8,8,131072,1,160,1760,True,FLASH_ATTENTION
0.0176,0.017696000000000003,0.01764728,0.017663,2.236339866836028e-05,8192,64,8,8,131072,1,192,192,True,FLASH_ATTENTION
0.027776000000000002,0.027936,0.0278385,0.02784,3.182781802134745e-05,8192,64,8,8,131072,1,192,384,True,FLASH_ATTENTION
0.037982999999999996,0.038175,0.0380745,0.038079,4.162559308886731e-05,8192,64,8,8,131072,1,192,576,True,FLASH_ATTENTION
0.048255000000000006,0.048415,0.04833756,0.048351,2.937220454783744e-05,8192,64,8,8,131072,1,192,768,True,FLASH_ATTENTION
0.058464,0.058624,0.05854812,0.058559,3.312077293783962e-05,8192,64,8,8,131072,1,192,960,True,FLASH_ATTENTION
0.068608,0.068896,0.06880908,0.0688155,4.4412538770036235e-05,8192,64,8,8,131072,1,192,1152,True,FLASH_ATTENTION
0.078782,0.07910299999999999,0.07903028,0.079039,4.8050823093885485e-05,8192,64,8,8,131072,1,192,1344,True,FLASH_ATTENTION
0.088927,0.08915200000000001,0.08906350000000002,0.08905550000000001,5.4243248427799174e-05,8192,64,8,8,131072,1,192,1536,True,FLASH_ATTENTION
0.09936,0.099615,0.09950200000000001,0.09951900000000001,3.8374470680389035e-05,8192,64,8,8,131072,1,192,1728,True,FLASH_ATTENTION
0.020896,0.021024,0.020966779999999997,0.020960000000000003,3.220514865669718e-05,8192,64,8,8,131072,1,224,224,True,FLASH_ATTENTION
0.0312,0.031328,0.031265799999999996,0.031264,3.408342705773596e-05,8192,64,8,8,131072,1,224,448,True,FLASH_ATTENTION
0.044799,0.044927999999999996,0.04486432,0.044864,2.6801074605320256e-05,8192,64,8,8,131072,1,224,672,True,FLASH_ATTENTION
0.05504,0.055231,0.05515726,0.055167,3.222533785703473e-05,8192,64,8,8,131072,1,224,896,True,FLASH_ATTENTION
0.06867100000000001,0.068831,0.06873828,0.068735,3.521195251615651e-05,8192,64,8,8,131072,1,224,1120,True,FLASH_ATTENTION
0.078783,0.07897499999999999,0.07887408000000001,0.078879,3.7442670844906086e-05,8192,64,8,8,131072,1,224,1344,True,FLASH_ATTENTION
0.09228700000000001,0.09257599999999999,0.09251372000000002,0.092512,4.997841133929798e-05,8192,64,8,8,131072,1,224,1568,True,FLASH_ATTENTION
0.102496,0.102815,0.10272123999999999,0.10271949999999999,5.201021438140895e-05,8192,64,8,8,131072,1,224,1792,True,FLASH_ATTENTION
0.021055,0.021152,0.02109234,0.021088000000000003,2.6472332726829284e-05,8192,64,8,8,131072,1,256,256,True,FLASH_ATTENTION
0.034655000000000005,0.034848,0.034744660000000004,0.034751,3.279366402218543e-05,8192,64,8,8,131072,1,256,512,True,FLASH_ATTENTION
0.048223999999999996,0.048448,0.04834654000000001,0.048352,3.7557002010278445e-05,8192,64,8,8,131072,1,256,768,True,FLASH_ATTENTION
0.061888,0.062079999999999996,0.062037959999999996,0.062047,2.94285303744515e-05,8192,64,8,8,131072,1,256,1024,True,FLASH_ATTENTION
0.07539100000000001,0.07552,0.07547398,0.075487,3.4979130921164336e-05,8192,64,8,8,131072,1,256,1280,True,FLASH_ATTENTION
0.089056,0.08934399999999999,0.08929224000000001,0.08928,4.706274960093133e-05,8192,64,8,8,131072,1,256,1536,True,FLASH_ATTENTION
0.102559,0.102815,0.10271158,0.10271899999999999,5.421368461929038e-05,8192,64,8,8,131072,1,256,1792,True,FLASH_ATTENTION
0.024351,0.024480000000000002,0.024435039999999998,0.0244475,2.864259764756035e-05,8192,64,8,8,131072,1,288,288,True,FLASH_ATTENTION
0.038079999999999996,0.038271,0.03815706,0.038144,3.500023428493083e-05,8192,64,8,8,131072,1,288,576,True,FLASH_ATTENTION
0.055008,0.055200000000000006,0.055128560000000014,0.055134999999999997,3.643413783802202e-05,8192,64,8,8,131072,1,288,864,True,FLASH_ATTENTION
0.068608,0.068831,0.06871556,0.068735,4.8253563598972925e-05,8192,64,8,8,131072,1,288,1152,True,FLASH_ATTENTION
0.08559800000000001,0.08591800000000001,0.08584510000000002,0.085854,4.836207191591316e-05,8192,64,8,8,131072,1,288,1440,True,FLASH_ATTENTION
0.09929500000000001,0.09948699999999999,0.09937405999999999,0.09936,4.101239324886835e-05,8192,64,8,8,131072,1,288,1728,True,FLASH_ATTENTION
0.024480000000000002,0.024608,0.0245489,0.024544,2.7397992627197905e-05,8192,64,8,8,131072,1,320,320,True,FLASH_ATTENTION
0.041470999999999994,0.041631999999999995,0.04155988,0.0415675,3.486811724197427e-05,8192,64,8,8,131072,1,320,640,True,FLASH_ATTENTION
0.058431,0.058591000000000004,0.05852610000000001,0.058528,3.3171825394451685e-05,8192,64,8,8,131072,1,320,960,True,FLASH_ATTENTION
0.075488,0.07577500000000001,0.07568652000000001,0.07568000000000001,4.6139891634028986e-05,8192,64,8,8,131072,1,320,1280,True,FLASH_ATTENTION
0.09248,0.09283100000000001,0.09273606000000001,0.092735,5.326402538299114e-05,8192,64,8,8,131072,1,320,1600,True,FLASH_ATTENTION
